name ,main_category ,deadline ,goal ,launched ,pledged ,state ,backers ,country ,usd pledged 
Test Tune & Track,Design,03/08/2014 18:55,550200,04/06/2014 18:55,0,failed,0,US,0
Sustaining Beauty: Waste Glass as Gorgeous Glass,Art,03/06/2012 20:35,3500,04/04/2012 20:35,3741,successful,24,US,3741
Island Wood + Titanium Alloy Sunglasses: Superior Comfort,Design,04/11/2016 16:30,10000,20/09/2016 17:30,6696,failed,74,US,555
Horror Show,Comics,21/10/2014 23:40,2666,21/09/2014 23:40,3196.6,successful,130,GB,5207.04547
Legendary Rupees,Crafts,20/01/2014 20:37,600,16/12/2013 20:37,4707,successful,196,CA,4446.68233
"Good Times lubricants ,No mess, No Stress,",Design,19/03/2015 09:29,10000,17/02/2015 10:29,0,failed,0,US,0
Foodez,Food,09/07/2016 07:31,40000,25/05/2016 07:31,50,failed,1,US,0
"Pool-Pets!  An exciting, underwater pool toy for children",Design,30/01/2016 15:57,11500,31/12/2015 15:57,2076,failed,50,US,2076
Multi-Application Brackets: (MAB),Design,09/07/2016 21:27,250000,07/06/2016 16:38,0,failed,0,US,0
Becoming a Certified Vegan Chef,Food,27/01/2015 18:18,3250,13/01/2015 18:18,38,failed,6,US,38
Life size Gears of War prop gun: Hammer of Dawn,Art,20/04/2014 20:15,200,31/03/2014 20:15,0,failed,0,US,0
A Book at Midnight - Edgar Allan Poe Edition,Art,30/09/2013 01:00,2500,30/08/2013 16:47,6598,successful,147,GB,10250.19615
"Student Makers Festival, Folkestone",Design,02/11/2013 21:04,2000,18/09/2013 22:04,2254,successful,59,GB,3582.839254
Orgasmo de la Boca goes green!,Food,31/10/2010 22:00,900,15/09/2010 23:42,380,failed,14,US,380
The Great Discovery of Self & Selfie,Film & Video,14/04/2015 08:28,1000,30/03/2015 17:43,1785,successful,40,US,1785
Doubble Dippers - A Mobile Food Industry Revolution,Food,04/04/2015 21:02,35000,27/02/2015 21:02,200,failed,4,US,200
The Keep System for Game Storage and Travel,Games,31/10/2012 16:00,250000,01/10/2012 17:00,58602,failed,538,US,58602
Todd the Zombie: The Movie (Canceled),Film & Video,15/12/2014 12:07,50000,31/10/2014 11:07,0,canceled,0,GB,0
"Eduardo Arenas, Chicano Batman bassist, debuts solo album!",Music,29/10/2016 02:00,5500,29/09/2016 02:01,10260,successful,189,US,2003
"Salvage, A World Premiere (Canceled)",Theater,19/04/2012 18:17,10000,20/03/2012 17:17,375,canceled,4,US,375
"""Flipping the Switch"" A Short Film",Film & Video,17/10/2011 18:46,33000,17/09/2011 18:46,560,failed,12,US,560
"LAST 24 HOURS!!! The Green Beetle Shop, Fun Insect Art",Design,04/07/2014 17:27,9500,04/06/2014 17:27,5328,failed,59,US,5328
Valley of the Sun Publishing,Publishing,18/10/2016 01:14,71600,19/08/2016 01:14,19,failed,3,US,0
Wall Socket 2.1 amp USB Charger w/ 180∞ Plug Rotation,Technology,18/05/2015 06:59,35000,03/04/2015 17:35,5799,canceled,45,US,5799
Rainbow Families Coloring Book,Publishing,01/07/2012 02:00,10000,01/06/2012 02:00,3855.22,failed,71,US,3855.22
Double Chocolate Caramel Shortbread,Food,13/02/2015 19:48,100,14/01/2015 19:48,31,failed,2,GB,47.06989873
"""Rogue Wing.""  An animated short by Dark Matter Video!",Film & Video,12/06/2011 22:33,4999,13/04/2011 22:33,7172.55,successful,89,US,7172.55
CURSE OF THE SUNSET STARLET film festival submission funds,Film & Video,17/03/2013 21:00,2250,28/02/2013 05:52,2575,successful,28,US,2575
Mystery Brewing Company: A Non-Traditional Approach to Artisanal Ales,Food,24/07/2010 03:00,40000,16/05/2010 17:11,44259.01,successful,243,US,44259.01
Tatanka,Film & Video,25/12/2012 03:00,11000,28/11/2012 22:23,13654,successful,151,US,13654
Isabelle's DIY Jewelry Studio Fund,Art,20/06/2014 23:23,235,21/05/2014 23:23,453,successful,18,US,453
Fishbones by Jisuk Cho,Publishing,11/03/2014 18:57,1000,09/02/2014 19:57,10637,successful,289,US,10637
SLEW HAMPSHIRE:  A Tapestry of Transcendental Terror (with a Tacky Title) ,Film & Video,01/09/2010 08:59,15000,04/08/2010 08:10,16221.55,successful,79,US,16221.55
"Kegels for Hegel Presents ""F*cking with Philosophers""",Art,17/04/2013 19:21,500,20/03/2013 18:34,1048.66,successful,51,US,1048.66
"It's so much better when everyone is in, are you in? Incubus",Film & Video,07/08/2014 21:49,30000,08/07/2014 21:49,0,failed,0,US,0
Smart Energy Explorer (SEE),Technology,28/08/2015 22:55,18000,24/07/2015 22:55,120,failed,3,US,120
Gaming center,Games,22/06/2016 19:44,70000,23/05/2016 19:44,2,failed,2,BE,2.2444825
"Help Fund Thurkills Vision's New Album ""The Light""",Music,28/06/2015 05:59,4000,09/05/2015 23:56,4084,successful,40,US,4084
The Hungry Pedaler,Film & Video,21/08/2010 02:00,6500,27/07/2010 08:00,7772.45,successful,126,US,7772.45
I Heart It apparel,Fashion,13/07/2013 23:11,5000,13/06/2013 23:11,261,failed,8,US,261
SquawkTALK - Craigslist Search - Fast and Easy,Technology,15/04/2015 18:07,2000,16/03/2015 17:07,45,failed,1,US,45
Storyteller Notebook Collection,Design,08/12/2014 05:45,1000,27/11/2014 20:44,1041,successful,18,US,1041
Fish Hook Survival Bracelets,Fashion,21/03/2013 19:56,2500,19/02/2013 20:56,3714,successful,159,US,3714
"Entrepreneur, The Movie",Film & Video,01/12/2016 03:00,1000,16/11/2016 07:37,1007,successful,11,US,103
"Save the ENVIRONMENT & MONEY. Mobile coupon wallet, COUWALLA",Technology,08/06/2015 18:41,100000,21/05/2015 18:41,0,failed,0,US,0
Travel Upstream - The definitive app for travel photography,Photography,15/07/2016 10:47,100000,15/06/2016 10:47,10,failed,2,GB,0
Lily Pad West Coast Edition,Art,05/03/2012 02:41,5000,04/02/2012 02:41,90,failed,5,US,90
CONTRACT - An Episodic Novel,Publishing,03/08/2015 18:41,5000,19/06/2015 18:41,920,failed,12,US,920
All In One Reviews,Technology,20/11/2014 10:15,5000,21/10/2014 10:15,0,failed,0,AU,0
Giants in the Sky are making a new album,Music,05/05/2013 21:45,1000,05/04/2013 21:45,1195,successful,27,US,1195
Tearadactyl Running,Fashion,07/04/2016 16:00,10000,08/03/2016 16:00,842,failed,15,US,842
The Mystery and Magic of the Warm Heart of Africa,Photography,07/01/2014 05:59,2500,06/12/2013 22:18,2864,successful,37,US,2864
Boom: Exploring the Social Impact on Oil Boom Communities,Film & Video,01/10/2013 07:59,10000,29/08/2013 00:40,10517,successful,84,US,10517
Chamberlain's Fakery Cafe,Food,22/07/2016 05:26,5000,07/07/2016 05:26,121,failed,3,US,20
Urban Street Photography Project,Photography,09/11/2015 20:24,500,10/09/2015 20:24,0,failed,0,US,0
A Year In Analog: A 365 Instant Photo Project,Photography,28/04/2013 23:56,1200,08/04/2013 23:56,447,failed,22,US,447
The Dark Brotherhood Resurrection: Part 2 (Canceled),Games,30/11/2012 19:15,44000,31/10/2012 18:15,701,canceled,13,US,701
Pirate Booty!,Music,28/04/2012 02:19,15000,28/02/2012 02:19,20,failed,1,US,20
New EP/Music Development,Music,23/04/2015 00:10,3500,18/03/2015 16:20,1,failed,1,US,1
Hellyfish,Film & Video,27/02/2012 05:59,10000,01/02/2012 06:34,10111.66,successful,137,US,10111.66
Recruitment Opportunity Management System (Hired Square),Technology,24/10/2015 22:29,150000,24/09/2015 22:29,0,failed,0,CA,0
Best Dog Gift Ever! - LeashPod Relaunched by Popular Demand,Technology,31/01/2017 20:41,1000,02/12/2016 20:41,0,live,0,US,47
EightOneSeven Store,Fashion,06/10/2014 04:41,6000,06/09/2014 04:41,0,failed,0,US,0
The Green Mountain Upset,Film & Video,06/10/2013 16:56,15000,06/09/2013 16:56,15251,successful,103,US,15251
Vintage Theatre Needs Puppets!,Theater,13/11/2011 17:45,3000,04/10/2011 17:45,3694,successful,44,US,3694
occupy the edge,Art,20/08/2012 21:27,2000,21/07/2012 21:27,0,failed,0,US,0
Aliham Clothing Company Headwear Collection,Fashion,18/01/2015 23:10,1000,19/12/2014 23:10,0,failed,0,US,0
"Art Residency, Moscow, Russia",Art,07/06/2015 23:44,10000,08/04/2015 23:44,20,failed,1,CA,16.03965
Service Dogs & The Lives They Touch,Publishing,30/10/2011 14:21,3500,31/08/2011 15:21,1753,failed,14,US,1753
"Urban Munchkinz ""Little men with big boy attitudes""",Fashion,04/12/2013 18:13,20000,04/11/2013 18:13,5165,failed,32,US,5165
Can We Make the World Smell Pretty? No Sweat!,Crafts,28/10/2014 00:42,86,28/09/2014 01:42,324,successful,17,US,324
Food Truck to cook anywhere such the many festivals in La.,Food,05/06/2015 22:45,30000,06/05/2015 22:45,10,failed,1,US,10
A solo exhibition by Stuart Sandford,Photography,27/06/2011 21:22,15000,23/05/2011 21:22,7972,failed,44,US,7972
Innovative Motorcycle Stands by dynamoto,Design,30/09/2015 13:00,29800,19/08/2015 10:42,31335,successful,67,AU,23121.48547
"Margate - ""Rock 'n Roll Reserve"" EP",Music,30/04/2011 19:28,2500,31/03/2011 19:28,3240.66,successful,48,US,3240.66
LYL,Fashion,24/10/2016 18:27,50000,25/08/2016 18:27,0,canceled,0,US,0
"Dr.Hans' first physical album, on vinyl + print and stickers",Music,02/05/2013 12:02,2000,02/04/2013 12:02,0,failed,0,GB,0
Season 3 of Great Interviews.  We're talking Shakespeare.,Theater,21/11/2013 15:37,4500,22/10/2013 15:37,4875.5,successful,77,US,4875.5
The Local Language Project Book,Publishing,09/03/2014 15:48,2000,18/01/2014 15:48,85,failed,6,GB,138.8850309
Tibetan Stupa Peace Mandala~~Humboldt~One More Day,Art,12/06/2014 07:39,10008,13/04/2014 07:39,11044.22,successful,43,US,11044.22
Tales of Fallen London: The Silver Tree,Games,02/09/2012 23:00,10000,03/08/2012 11:25,45503.22,successful,1013,US,45503.22
The Somber Ways (Canceled),Film & Video,29/08/2014 03:09,10000,30/07/2014 03:09,0,canceled,0,US,0
The Hulfish Project: Art with Attitude,Film & Video,02/12/2015 23:06,50000,28/10/2015 22:06,17863,failed,73,US,17863
Totlly: The shopping list that tells you where to shop.,Technology,19/11/2014 21:04,40000,20/10/2014 21:04,2954,failed,28,US,2954
Eyeride - The Universal Motorcycle Head Up Display,Technology,04/07/2015 00:53,10000,05/05/2015 00:53,2305,failed,12,NZ,1737.663343
All City Love apparel! Raising capital for summer 2014 line!,Fashion,21/03/2014 03:03,3500,24/02/2014 21:05,61,failed,4,US,61
Debut 5 Song EP,Music,28/10/2015 23:00,500,29/09/2015 00:00,0,failed,0,US,0
HR Giger Instrumental Music Tribute Album,Music,10/06/2013 20:08,4995,26/04/2013 20:08,240,failed,12,US,240
The Peter Austin Noto Show,Film & Video,10/03/2015 23:01,15000,09/02/2015 00:41,1,failed,1,US,1
VegANY Dough,Food,29/08/2015 19:53,10000,30/07/2015 19:53,20,failed,2,US,20
Prototype for fuel-less Dynamo Vehicle.,Technology,18/03/2015 19:46,150,11/02/2015 20:46,50,failed,2,US,50
Vicious Cycle - Short Film,Film & Video,18/05/2016 13:25,400,27/04/2016 15:08,510,successful,25,GB,739.7511801
The Green Globetrotter - Season One,Film & Video,09/08/2012 17:36,200000,10/07/2012 17:36,7972,failed,37,US,7972
Slingaball - converts any dog lead into a super ball thrower,Design,03/04/2016 21:00,7000,03/03/2016 17:04,176,failed,14,GB,245.6080123
Ben Honeycutt's NEW EP...and yours.,Music,31/10/2011 02:38,12000,21/09/2011 03:38,12000,successful,80,US,12000
UnVeiled the series - a webseries about the Pagan community,Film & Video,29/04/2016 22:54,3000,15/03/2016 21:54,3285,successful,45,US,3285
"Bring the I-Bike to market, and change the way you ride.",Technology,13/10/2011 00:33,17000,29/08/2011 00:33,200,canceled,6,US,200
The Encourage Sports Network episodes 1 thru 4,Film & Video,06/09/2015 06:00,2500,28/08/2015 22:07,0,failed,0,US,0
Be A Part Of Kenny's Music Vision ,Music,06/04/2011 02:08,3000,05/01/2011 02:08,3035,successful,45,US,3035
Luz en LatinoamÈrica: Documentary in Post-production,Film & Video,02/09/2014 18:00,6000,22/07/2014 15:06,7554.33,successful,111,US,7554.33
Dai Sai Sou (Canceled),Games,11/05/2013 22:57,16000,08/04/2013 22:57,520,canceled,15,US,520
Ares VPN,Technology,29/11/2016 07:31,30000,30/09/2016 07:31,1,failed,1,US,100
Bubbleyes: All the products you love. In one place.,Technology,29/05/2015 09:17,100000,29/04/2015 09:17,1200,failed,8,NO,155.02494
Faxenev,Technology,13/04/2016 02:54,5000,23/02/2016 02:54,5,failed,1,US,5
Ablyô | Unbelievably odor & stain repellant natural apparel,Fashion,04/07/2016 20:35,20000,05/05/2016 20:35,540112,successful,4900,US,540112
Just Chillin Evening Relaxation Tea,Food,12/08/2015 17:43,2500,13/07/2015 17:43,14,failed,3,US,14
Ceiling Fan Booster,Technology,17/07/2015 13:25,5000,17/06/2015 13:25,46,failed,4,US,46
Nursing in Public Task Force Website,Technology,14/11/2015 06:39,10500,15/10/2015 06:39,1133,failed,23,US,1133
Warranty Software Application To Manage Purchases,Technology,24/09/2015 19:02,10000,25/08/2015 19:02,0,failed,0,CA,0
Pet Clinic Makes a New Record!,Music,06/05/2014 04:00,5000,09/04/2014 04:40,5406,successful,96,US,5406
Off road Trailer for Camping,Design,27/05/2015 20:46,100000,27/04/2015 20:46,0,failed,0,US,0
Fat Duck Inn Food Truck,Food,22/08/2014 22:07,39891,18/07/2014 22:07,7960,failed,20,US,7960
German people and their homes - Photobook,Photography,16/06/2015 10:28,33000,17/05/2015 10:28,0,failed,0,DE,0
Send DarkDriveClinic on Tour!,Music,29/05/2012 06:40,2500,09/05/2012 06:40,3383.63,successful,51,US,3383.63
Help Deez Cakes!!!!,Food,14/09/2016 02:05,5000,16/07/2016 02:05,1,failed,1,US,0
MMA Cage Combat,Games,02/09/2014 19:45,25000,12/08/2014 19:45,200,failed,2,CA,182.265062
Saving your Smartphones in Style : The Wise-Petô Family,Games,08/09/2012 16:01,50000,25/07/2012 16:01,72134.18,successful,113,US,72134.18
Akavita Infused Oils,Food,26/09/2014 11:33,12500,27/08/2014 11:33,25,failed,1,US,25
"Read it Again, Set ONE",Publishing,21/09/2012 03:42,35000,07/08/2012 03:42,1997,failed,17,US,1997
Fix American Education,Film & Video,30/06/2011 04:05,1000,31/05/2011 04:05,0,failed,0,US,0
Dance Dance Revolution: The Warrior's Path,Film & Video,03/04/2011 03:46,500,11/03/2011 03:46,15,failed,1,US,15
"""Bayless EP"" Produced By Jon Steingard Of Hawk Nelson",Music,11/07/2013 23:08,5250,11/06/2013 23:08,5639,successful,80,US,5639
"Angwish ""I Wanna Be Your Monkey"" Music Video",Music,12/05/2012 04:31,2000,13/03/2012 20:15,20,failed,2,US,20
Zila : The red one (Canceled),Publishing,11/04/2016 02:01,10000,12/03/2016 02:01,0,canceled,0,CA,0
TIME IN BETWEEN - A feature film,Film & Video,11/04/2013 03:45,15000,09/03/2013 18:48,2439,failed,29,US,2439
"""Sometimes Sleep"" Making dreams happen, one child at a time.",Publishing,09/08/2012 00:06,3000,10/07/2012 00:06,3350,successful,34,US,3350
Galaxy Battles (Canceled),Games,23/07/2014 00:54,5000,24/06/2014 05:19,1,canceled,1,GB,1.70136892
"The ""Jazz-A-Belles"", an all-female 1920s-style jazz band",Music,23/09/2011 02:47,4000,09/08/2011 02:47,400,failed,5,US,400
VisAlertBand - Peace of Mind for Handicap/Medical Concerns,Fashion,05/04/2015 02:02,75000,06/03/2015 02:02,1176,failed,15,US,1176
"Custom Fit Polos, T-Shirts and Washed Casual Button-Ups",Fashion,03/09/2016 05:59,25000,19/07/2016 20:08,85517,successful,728,US,15537
Explorers Map,Technology,22/01/2015 21:40,3000,23/12/2014 21:40,36,failed,3,US,36
"FUBAR Collective @ The Other Art Fair, 2015",Photography,21/04/2015 23:00,1500,24/03/2015 20:51,213,failed,12,GB,317.8478272
Facebook for Machines - www.MachinesBook.com,Technology,08/08/2015 23:49,500000,09/06/2015 23:49,0,failed,0,IE,0
Build A Burger,Food,23/10/2014 21:04,100000,23/09/2014 21:04,1,failed,1,GB,1.63494599
TalentTrackerHQ,Technology,18/05/2014 06:09,50000,23/04/2014 06:09,206,failed,4,AU,192.6883191
Wheelchair Gazebo Swing,Design,18/08/2014 23:15,31500,19/07/2014 23:15,127,failed,4,US,127
Vuelta: A Modern Mechanical Timepiece,Design,05/04/2012 05:55,20000,14/02/2012 06:57,98022,successful,264,US,98022
Ultimate Bias,Film & Video,05/06/2016 23:05,200000,06/05/2016 23:05,100,failed,1,US,100
Paw vs Paw (Canceled),Technology,17/03/2016 16:49,10000,16/02/2016 17:49,0,canceled,0,US,0
Glass Rules Everything Around Me,Art,20/11/2015 17:57,2500,05/11/2015 17:57,2600,successful,14,US,2600
The Sho | Traveling Creative Workshop,Art,18/07/2014 23:19,20000,12/07/2014 05:29,10,failed,2,US,10
A Start in Life.,Technology,06/08/2015 20:00,22500,07/07/2015 20:00,0,failed,0,GB,0
Pre-sale of our New Octopretzel CD!,Music,25/11/2010 06:21,4500,26/10/2010 06:21,4868,successful,109,US,4868
Songs That Got Away: A Rock Album 40 Years in the Making,Music,03/05/2013 02:40,5000,03/04/2013 02:40,10,failed,1,US,10
A Spicy Quest,Publishing,11/05/2013 19:33,6000,19/04/2013 19:33,558,failed,11,US,558
Hexibrix Minifig Stand for LEGOÆ Minifigures,Design,01/07/2015 18:00,5000,01/06/2015 18:00,7410,successful,155,US,7410
Phoenix Element: Normality Twisted,Publishing,26/11/2013 16:58,3000,27/09/2013 16:58,602,failed,13,US,602
XI,Games,15/09/2013 20:23,7500,16/08/2013 20:23,515,failed,33,GB,799.2314973
The tea cosy cafe,Food,20/04/2015 17:11,40000,10/04/2015 17:11,0,failed,0,GB,0
I GRANT I AM A WOMAN: Shakespeare based Original Work on CD,Theater,02/10/2014 09:49,10000,01/09/2014 09:49,10595,successful,92,US,10595
The Boltons - debut album,Music,17/09/2015 12:35,7000,18/08/2015 12:35,7165,undefined,0,"N,""0",
Music & Masquerades: Gems of Danish Culture in Chicago,Music,23/01/2014 01:00,5000,02/01/2014 22:51,6552,successful,124,US,6552
"Opera SmackDown - CatieLeigh Laszweski AKA ""Asylum""",Music,14/03/2014 00:21,500,12/02/2014 01:21,40,failed,2,US,40
No Ordinary Son: A Journey through Death & Living Again,Publishing,17/08/2014 00:50,5000,18/07/2014 00:50,50,failed,1,US,50
La Chouette & Le Renard - ALBUM COMPLET - FEUX-FOLLETS,Music,11/10/2015 19:19,2300,12/08/2015 19:19,2305,undefined,0,"N,""0",
Three in June,Film & Video,18/10/2014 23:34,7000,18/09/2014 23:34,7355,successful,67,US,7355
Hua Mulan--A Bilingual EBook,Publishing,09/08/2014 17:38,17000,10/07/2014 17:38,18519.34,successful,157,US,18519.34
"Printing for book: ""Getting the Music Out of Your Head""",Publishing,15/04/2013 18:00,1100,06/04/2013 04:21,0,failed,0,US,0
Jeremy has a McCombOVER (A record & message that matters),Music,03/03/2013 00:31,15000,01/02/2013 00:31,16055,successful,151,US,16055
Booze Books,Design,01/01/2012 05:59,3000,19/11/2011 01:35,19016.52,successful,157,US,19016.52
'Into the Dark' - Forced Marriage film,Film & Video,13/09/2015 00:59,500,01/08/2015 13:10,6,failed,2,GB,9.36420192
Upgrading Tagli,Journalism,30/10/2015 15:59,4000,31/08/2015 16:59,247,failed,12,IT,276.1933623
Death Pact | Grant Richards' 4th Feature Film,Film & Video,03/06/2012 06:00,4624,21/05/2012 21:49,4765,successful,12,US,4765
Organic Panic - Worms meets Little Big Planet!,Games,08/08/2013 20:22,40000,09/07/2013 20:22,41334.43,successful,1399,US,41334.43
"TASTE: International Food Documentary Series, Part 1: Europe",Food,24/08/2015 03:00,14500,13/07/2015 23:58,28315,successful,540,US,28315
Stoners with a Time Machine (Webseries),Film & Video,11/12/2013 16:00,5000,11/11/2013 16:00,5181.82,successful,88,US,5181.82
Snag-a-Bid (Canceled),Technology,20/08/2014 20:02,50000,21/07/2014 20:02,2,canceled,1,US,2
Seduced in the Dark: The Dark Duet (Volume 2),Publishing,19/07/2012 01:54,2500,19/06/2012 01:54,3331,successful,97,US,3331
Everyday Experts,Publishing,25/09/2015 19:45,1500,26/08/2015 19:45,0,undefined,0,"N,""0",
'PLAY TIME' - A Horror Feature Film - Almost Complete,Film & Video,25/06/2015 08:16,6000,10/06/2015 08:16,10,canceled,1,US,10
Monsters - Printed edition Italian/English.,Comics,27/09/2016 00:00,300,29/08/2016 08:43,3536,successful,268,IT,49.27487532
Live Theater for All,Technology,01/08/2015 06:01,15000,02/06/2015 06:01,0,failed,0,US,0
Magic Cool Bus,Food,20/08/2015 03:46,100000,21/07/2015 03:46,0,failed,0,US,0
Halfling Skeletons,Games,20/09/2016 04:00,500,15/08/2016 02:53,5113,successful,80,US,1612
restaurant in the making (Canceled),Food,27/07/2015 03:02,85500,17/07/2015 03:02,0,canceled,0,US,0
Raxis Saga (Canceled),Games,14/03/2015 18:01,500,12/02/2015 19:01,322,canceled,12,CA,256.2767925
TROY SPEAKS,Film & Video,10/06/2012 16:54,5500,26/04/2012 16:54,5500,successful,35,US,5500
A Volunteer Life Project,Film & Video,14/11/2015 09:21,30000,15/10/2015 09:21,791,failed,12,US,791
I Must Be Dead - Gas Mask Series,Photography,02/09/2012 03:36,10000,03/08/2012 03:36,2183.78,failed,54,US,2183.78
